pdf_stem,page_number,row_id,pre_issuer_name,post_issuer_name,pre_investment_description,post_investment_description,pre_asset_type,post_asset_type,pre_current_value,post_current_value,changed
20251015172009NAL0002696307001,41,15,Pimco Total Return Fund,PIMCO,,Total Return Fund,Mutual fund,Mutual Fund,"392,137,657","392,137,657",YES
20251015172009NAL0002696307001,41,16,T Rowe Price New Horizons I Fund,T Rowe Price,,New Horizons Fund I,Mutual fund,Mutual Fund,"501,378,211","501,378,211",YES
20251015172009NAL0002696307001,41,17,Vanguard Capital Opportunity Fund,Vanguard,,Capital Opportunity Fund,Mutual fund,Mutual Fund,"465,776,349","465,776,349",YES
20251015172009NAL0002696307001,41,18,Vanguard Inflation Protected Securities Fund,Vanguard,,Inflation-Protected Securities Fund,Mutual fund,Mutual Fund,"104,131,848","104,131,848",YES
20251015172009NAL0002696307001,41,19,Vanguard,Vanguard,Mutual fund,Money Market Fund,Money Market Fund,Money Market Fund,"2,828,861","2,828,861",YES
20251015172009NAL0002696307001,41,20,Vanguard PrimeCap Core Fund,Vanguard,,PrimeCap Core Fund,Mutual fund,Mutual Fund,"589,278,936","589,278,936",YES
20251015172009NAL0002696307001,41,21,,NOT FOUND,,NOT FOUND,,NOT FOUND,"$ 18,168,206,011",NOT FOUND,YES
20251015172009NAL0002696307001,41,1,Black Rock Russell 2500,BlackRock,Common/collective trust,Russell 2500 Index Common/Collective Trust,Index Fund,Common/Collective Trust Fund,"287,461,105","287,461,105",YES
20251015172009NAL0002696307001,41,2,Black Rock Russell 2000,BlackRock,Common/collective trust,Russell 2000 Index Common/Collective Trust,Index Fund,Common/Collective Trust Fund,"29,551,321","29,551,321",YES
20251015172009NAL0002696307001,41,3,Fidelity Managed Income Portfolio II,Fidelity,Common/collective trust,Managed Income Portfolio II,,Mutual Fund,"598,530,001","598,530,001",YES
20251015172009NAL0002696307001,41,4,Fidelity Diversified International Commingled Pool Class 3 Common/collective trust,Vanguard,,Total International Stock Market Index Fund,,Common Stock,"261,379,017","437,981,126",YES
20251015172009NAL0002696307001,41,5,Spartan 500 Index Pool Class E,Fidelity,Common/collective trust,Spartan 500 Index Pool Class E,,Mutual Fund,"2,224,501,782","2,224,501,782",YES
20251015172009NAL0002696307001,41,6,Vanguard Target Retirement Inc. Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"159,868,134","159,868,134",YES
20251015172009NAL0002696307001,41,7,Vanguard Target Retirement 2020 Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"87,932,311","87,932,311",YES
20251015172009NAL0002696307001,41,8,Vanguard Target Retirement 2025 Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"244,816,327","244,816,327",YES
20251015172009NAL0002696307001,41,9,Vanguard Target Retirement 2030 Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"449,071,857","449,071,857",YES
20251015172009NAL0002696307001,41,10,Vanguard Target Retirement 2035 Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"558,534,815","558,534,815",YES
20251015172009NAL0002696307001,41,11,Vanguard Target Retirement 2040 Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"662,760,036","662,760,036",YES
20251015172009NAL0002696307001,41,12,Vanguard Target Retirement 2045 Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"773,767,568","773,767,568",YES
20251015172009NAL0002696307001,41,13,Vanguard Target Retirement 2050 Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"1,014,132,228","1,014,132,228",YES
20251015172009NAL0002696307001,41,14,Vanguard Target Retirement 2055 Trust Flex,Vanguard,Common/collective trust,Target Retirement Fund,,Target Date Fund,"904,855,967","904,855,967",YES
20251015172009NAL0002696307001,41,15,Vanguard Target Retirement 2060 Trust Flex,PIMCO,Common/collective trust,Total Return Fund,,Mutual Fund,"733,051,147","392,137,657",YES
20251015172009NAL0002696307001,41,16,Vanguard Target Retirement 2065 Trust Flex,T Rowe Price,Common/collective trust,New Horizons Fund I,,Mutual Fund,"256,521,992","501,378,211",YES
20251015172009NAL0002696307001,41,17,Vanguard Total Bond Index Trust,Vanguard,Common/collective trust,Capital Opportunity Fund,,Mutual Fund,"203,275,054","465,776,349",YES
20251015172009NAL0002696307001,41,18,Vanguard Inst’l Total International Stock Index Trust,Vanguard,Common/collective trust,Inflation-Protected Securities Fund,,Mutual Fund,"437,981,126","104,131,848",YES
20251015172009NAL0002696307001,41,19,American Funds EuroPacific Growth Fund Class R6,Vanguard,,Money Market Fund,Mutual fund,Money Market Fund,"257,984,719","2,828,861",YES
20251015172009NAL0002696307001,41,20,American Funds New Perspective Fund Class R6,Vanguard,,PrimeCap Core Fund,Mutual fund,Mutual Fund,"343,510,385","589,278,936",YES
20251015172009NAL0002696307001,41,21,Dodge & Cox Stock Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"1,089,349,207",NOT FOUND,YES
20251015172009NAL0002696307001,41,22,Fidelity Blue Chip Growth Fund Class K,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"1,924,969,364",NOT FOUND,YES
20251015172009NAL0002696307001,41,23,Fidelity Growth Company Commingled Pool,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"2,167,765,824",NOT FOUND,YES
20251015172009NAL0002696307001,41,24,Fidelity Real Estate,NOT FOUND,Mutual fund,NOT FOUND,Index Fund,NOT FOUND,"97,013,462",NOT FOUND,YES
20251015172009NAL0002696307001,41,25,JPMorgan High Yield Bond Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"105,261,352",NOT FOUND,YES
20251015172009NAL0002696307001,41,26,Meridian Growth Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"114,057,971",NOT FOUND,YES
20251015172009NAL0002696307001,41,27,Natixis Vaughan Nelson Mid Cap Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"41,567,209",NOT FOUND,YES
20251015172009NAL0002696307001,41,28,Parnassus Mid Cap Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"83,202,868",NOT FOUND,YES
20251015172009NAL0002696307001,41,29,Pimco Total Return Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"392,137,657",NOT FOUND,YES
20251015172009NAL0002696307001,41,30,T Rowe Price New Horizons I Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"501,378,211",NOT FOUND,YES
20251015172009NAL0002696307001,41,31,Vanguard Capital Opportunity Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"465,776,349",NOT FOUND,YES
20251015172009NAL0002696307001,41,32,Vanguard Inflation Protected Securities Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"104,131,848",NOT FOUND,YES
20251015172009NAL0002696307001,41,33,Vanguard,NOT FOUND,Mutual fund,NOT FOUND,Money Market Fund,NOT FOUND,"2,828,861",NOT FOUND,YES
20251015172009NAL0002696307001,41,34,Vanguard PrimeCap Core Fund,NOT FOUND,,NOT FOUND,Mutual fund,NOT FOUND,"589,278,936",NOT FOUND,YES
20251015172009NAL0002696307001,41,35,,NOT FOUND,,NOT FOUND,,NOT FOUND,"$ 18,168,206,011",NOT FOUND,YES
20251015172009NAL0002696307001,42,1,Fidelity Treasury Portfolio,Fidelity,,Treasury Portfolio,Mutual fund,Mutual Fund,"$ 33,526","$ 33,526",YES
20251015172009NAL0002696307001,42,2,Pimco Total Return Fund,PIMCO,,Total Return Fund,Mutual fund,Mutual Fund,"60,037","60,037",YES
20251015172009NAL0002696307001,42,3,Vanguard International Growth Fund,Vanguard,,International Growth Fund,Mutual fund,Mutual Fund,"41,397","41,397",YES
20251015172009NAL0002696307001,42,4,Vanguard Institutional Total Stock Market Fund Common/collective trust,Vanguard,,Total Stock Market Index Fund,,Common Stock,"106,825","106,825",YES
20251015172009NAL0002696307001,42,5,,NOT FOUND,,NOT FOUND,,NOT FOUND,"241,785",NOT FOUND,YES
20251015172009NAL0002696307001,42,6,Total investments at fair value,NOT FOUND,,NOT FOUND,,NOT FOUND,"18,168,447,796",NOT FOUND,YES
20251015172009NAL0002696307001,42,8,,,3.25% to 9.50%,3.25% to 9.50%,Participant Loan,Other,"100,742,027","100,742,027",YES
20251015172009NAL0002696307001,42,9,Total,NOT FOUND,,NOT FOUND,Participant Loan,NOT FOUND,"$ 18,269,189,823",NOT FOUND,YES
20251015172009NAL0002696307001,44,1,,NOT FOUND,For,NOT FOUND,Participant Loan,NOT FOUND,,NOT FOUND,YES
20251015172009NAL0002696307001,44,2,,NOT FOUND,Schedule of Reportable Transactions,NOT FOUND,Participant Loan,NOT FOUND,,NOT FOUND,YES
20251015172009NAL0002696307001,44,3,,NOT FOUND,(Schedule H 4j),NOT FOUND,Participant Loan,NOT FOUND,,NOT FOUND,YES
20251015172009NAL0002696307001,45,1,,NOT FOUND,For,NOT FOUND,Participant Loan,NOT FOUND,,NOT FOUND,YES
20251015172009NAL0002696307001,45,2,,NOT FOUND,Schedule of Assets Held,NOT FOUND,Participant Loan,NOT FOUND,,NOT FOUND,YES
20251015172009NAL0002696307001,45,3,,NOT FOUND,(Schedule H 4i),NOT FOUND,Participant Loan,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,2,Vanguard Growth Index,Vanguard,,Growth Index Fund,Mutual Fund,Mutual Fund,"$ 1,274,454,133","$ 1,274,454,133",YES
20251015184655NAL0007082016001 (2),47,3,Vanguard Admiral - U.S. Treasury Money Market Portfolio,Vanguard,,U.S. Treasury Money Market Fund Admiral Shares,Mutual Fund,Money Market Fund,"39,471,091","39,471,091",YES
20251015184655NAL0007082016001 (2),47,4,Vanguard Mid-Cap Fund,Vanguard,,Mid-Cap Fund,Mutual Fund,Mutual Fund,"1,079,013,966","1,079,013,966",YES
20251015184655NAL0007082016001 (2),47,5,Vanguard Small-Cap Fund,Vanguard,,Small-Cap Fund,Mutual Fund,Mutual Fund,"1,174,585,326","1,174,585,326",YES
20251015184655NAL0007082016001 (2),47,6,Vanguard REIT,Vanguard,,REIT,Index Fund,Mutual Fund,"186,366,229","186,366,229",YES
20251015184655NAL0007082016001 (2),47,7,Vanguard Emerging Markets Fund,Vanguard,,Emerging Markets Fund,Mutual Fund,Mutual Fund,"262,318,263","262,318,263",YES
20251015184655NAL0007082016001 (2),47,8,Vanguard Inflation-Protected Securities,Vanguard,,Inflation-Protected Securities Fund,Mutual Fund,Mutual Fund,"134,041,027","134,041,027",YES
20251015184655NAL0007082016001 (2),47,9,Vanguard Value Fund,Vanguard,,Value Fund,Mutual Fund,Mutual Fund,"639,347,215","639,347,215",YES
20251015184655NAL0007082016001 (2),47,10,Vanguard Federal +C60,Vanguard,,Federal Money Market Fund,Money Market Fund,Money Market Fund,"315,933,863","315,933,863",YES
20251015184655NAL0007082016001 (2),47,11,TOTAL S,NOT FOUND,,NOT FOUND,MUTUAL FUND,NOT FOUND,"5,105,531,114",NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,13,Self Directed Brokerage Accounts,SelfDirected,,Brokerage Account,Self-Directed Brokerage Account,Self-Directed Brokerage Account,"502,187,909","502,187,909",YES
20251015184655NAL0007082016001 (2),47,14,TOTAL SELF DIRECTED BROKERAGE ACCOUNTS,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,"502,187,909",NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,15,INSTITUTIONAL-ONLY FUNDS,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,16,American Funds New Perspective Fund®,American Funds,,New Perspective Fund,Self-Directed Brokerage Account,Mutual Fund,"863,761,777","863,761,777",YES
20251015184655NAL0007082016001 (2),47,17,Fidelity Contrafund,Fidelity,,Contrafund,Self-Directed Brokerage Account,Mutual Fund,"1,507,337,618","1,507,337,618",YES
20251015184655NAL0007082016001 (2),47,18,Fidelity Diversified International Fund,Fidelity,,Diversified International Fund,Self-Directed Brokerage Account,Mutual Fund,"202,444,457","202,444,457",YES
20251015184655NAL0007082016001 (2),47,19,Fidelity OTC Portfolio,Fidelity,,OTC Portfolio,Self-Directed Brokerage Account,Mutual Fund,"946,622,250","946,622,250",YES
20251015184655NAL0007082016001 (2),47,20,Vanguard Bond,Vanguard,,Bond Index Fund,Index Fund,Corporate Bond,"826,019,243","826,019,243",YES
20251015184655NAL0007082016001 (2),47,21,Vanguard Instl,Vanguard,,Institutional Shares,Index Fund,Mutual Fund,"3,943,366,252","3,943,366,252",YES
20251015184655NAL0007082016001 (2),47,22,Vanguard Total International Stock,Vanguard,,Total International Stock Market Index Fund,Index Fund,Common Stock,"1,204,565,578","1,204,565,578",YES
20251015184655NAL0007082016001 (2),47,23,Vanguard Target 2020 Fund,Vanguard,,Target Retirement 2020 Fund,Self-Directed Brokerage Account,Target Date Fund,"146,269,319","146,269,319",YES
20251015184655NAL0007082016001 (2),47,24,Vanguard Target 2025 Fund,Vanguard,,Target Retirement 2025 Fund,Self-Directed Brokerage Account,Target Date Fund,"195,129,711","195,129,711",YES
20251015184655NAL0007082016001 (2),47,25,Vanguard Target 2030 Fund,Vanguard,,Target Retirement 2030 Fund,Self-Directed Brokerage Account,Target Date Fund,"596,589,888","596,589,888",YES
20251015184655NAL0007082016001 (2),47,26,Vanguard Target 2035 Fund,Vanguard,,Target Retirement 2035 Fund,Self-Directed Brokerage Account,Target Date Fund,"485,878,089","485,878,089",YES
20251015184655NAL0007082016001 (2),47,27,Vanguard Target 2040 Fund,Vanguard,,Target Retirement 2040 Fund,Self-Directed Brokerage Account,Target Date Fund,"951,412,885","951,412,885",YES
20251015184655NAL0007082016001 (2),47,28,Vanguard Target 2045 Fund,Vanguard,,Target Retirement 2045 Fund,Self-Directed Brokerage Account,Target Date Fund,"701,722,750","701,722,750",YES
20251015184655NAL0007082016001 (2),47,29,Vanguard Target 2050 Fund,Vanguard,,Target Retirement 2050 Fund,Self-Directed Brokerage Account,Target Date Fund,"940,288,818","940,288,818",YES
20251015184655NAL0007082016001 (2),47,30,Vanguard Target 2055 Fund,Vanguard,,Target Retirement 2055 Fund,Self-Directed Brokerage Account,Target Date Fund,"629,702,928","629,702,928",YES
20251015184655NAL0007082016001 (2),47,31,Vanguard Target 2060 Fund,Vanguard,,Target Retirement 2060 Fund,Self-Directed Brokerage Account,Target Date Fund,"429,902,309","429,902,309",YES
20251015184655NAL0007082016001 (2),47,32,Vanguard Target 2065 Fund,Vanguard,,Target Retirement 2065 Fund,Self-Directed Brokerage Account,Target Date Fund,"150,560,311","150,560,311",YES
20251015184655NAL0007082016001 (2),47,33,Vanguard Target 2070 Fund,Vanguard,,Target Retirement 2070 Fund,Self-Directed Brokerage Account,Target Date Fund,"21,291,878","21,291,878",YES
20251015184655NAL0007082016001 (2),47,34,Vanguard Target Date Income,Vanguard,,Target Retirement Date Fund,Self-Directed Brokerage Account,Target Date Fund,"153,018,096","153,018,096",YES
20251015184655NAL0007082016001 (2),47,35,Vanguard Target Retirement Income & Growth,Vanguard,,Target Retirement Fund,Self-Directed Brokerage Account,Target Date Fund,"26,223,817","26,223,817",YES
20251015184655NAL0007082016001 (2),47,36,PIMCO Total Return Fund,PIMCO,,Total Return Fund,Self-Directed Brokerage Account,Mutual Fund,"313,233,289","313,233,289",YES
20251015184655NAL0007082016001 (2),47,37,TOTAL INSTITUTIONAL-ONLY FUNDS,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,"15,235,341,266",NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,38,GUARANTEED INVESTMENT CONTRACT,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,39,Pimco,PIMCO,,Stable Value Fund,Stable Value Fund,Mutual Fund,"316,507,862","316,507,862",YES
20251015184655NAL0007082016001 (2),47,40,TOTAL GUARANTEED INVESTMENT CONTRACT,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,"316,507,862",NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,41,SHORT-TERM SECURITIES,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,42,Cash Clearing Funds:,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,43,"Temporary Investment Funds, variable rate, due on demand",Temporary Investment Funds,,"Temporary Investment Funds (variable rate, due on demand)",Self-Directed Brokerage Account,Mutual Fund,"12,165,366","12,165,366",YES
20251015184655NAL0007082016001 (2),47,44,PIMCO,PIMCO,,Stable Value Fund,Stable Value Fund,Mutual Fund,"15,678,884","15,678,884",YES
20251015184655NAL0007082016001 (2),47,45,TOTAL SHORT-TERM SECURITIES,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,"27,844,250",NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,46,LOANS TO MEMBERS OF PARTICIPATING PLANS,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,47,401(K) Loan Fund:,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,48,"Loans outstanding at December 31, 2024",NOT FOUND,*,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,49,- maturities between the years 2024 and 2051,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,50,- interest rates ranging from 3.25% to 9.5%,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,"113,730,163",NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,51,TOTAL LOANS TO MEMBERS,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,"113,730,163",NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,52,TOTAL INVESTMENTS,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,"$21,301,142,564",NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,53,Notes:,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),47,54,(a) * Parties-in-interest,Partiesininterest,,Parties-in-interest,Self-Directed Brokerage Account,Other,18,18,YES
20251015184655NAL0007082016001 (2),49,1,VANGUARD TARGET RET INCOME TR,Vanguard,COMMON / COLLECTIVE TRUSTS,Target Retirement Fund,Self-Directed Brokerage Account,Target Date Fund,"152,998,721","152,998,721",YES
20251015184655NAL0007082016001 (2),49,2,VANGUARD TL INTL STK MKT INDEX,Vanguard,COMMON / COLLECTIVE TRUSTS,Total International Stock Market Index Fund,Self-Directed Brokerage Account,Common Stock,"1,204,458,416","1,204,458,416",YES
20251015184655NAL0007082016001 (2),49,3,VANGUARD TR INCOME & GROWTH TR,Vanguard,COMMON / COLLECTIVE TRUSTS,Target Retirement Income & Growth Trust,Self-Directed Brokerage Account,Target Date Fund,"26,223,824","26,223,824",YES
20251015184655NAL0007082016001 (2),49,4,LOAN FUND,Loan Fund,LOANS,Loans,Self-Directed Brokerage Account,Mutual Fund,"108,809,695","108,809,695",YES
20251015184655NAL0007082016001 (2),49,5,VANGUARD FEDERAL MONEY MKT INV,Vanguard,MONEY MARKET,Federal Money Market Fund Investor Shares,Self-Directed Brokerage Account,Money Market Fund,"326,117,237","326,117,237",YES
20251015184655NAL0007082016001 (2),49,6,PIMCO,PIMCO,MUTUAL FUNDS,Stable Value Fund,STABLE VALUE FUND,Mutual Fund,"358,548,781","358,548,781",YES
20251015184655NAL0007082016001 (2),49,7,VANGUARD EMRG MRKTS IDX INSTL,Vanguard,MUTUAL FUNDS,Emerging Markets Index Fund Institutional,Self-Directed Brokerage Account,Mutual Fund,"262,008,865","262,008,865",YES
20251015184655NAL0007082016001 (2),49,8,VANGUARD GROWTH IND FD INSTL,Vanguard,MUTUAL FUNDS,Growth Index Fund Institutional,Self-Directed Brokerage Account,Mutual Fund,"1,274,475,292","1,274,475,292",YES
20251015184655NAL0007082016001 (2),49,9,VANGUARD INFLATION-PROTECTED,Vanguard,MUTUAL FUNDS,Inflation-Protected Securities Fund,Self-Directed Brokerage Account,Mutual Fund,"134,053,509","134,053,509",YES
20251015184655NAL0007082016001 (2),49,10,VANGUARD MIDCAP INDEX CL IP,Vanguard,MUTUAL FUNDS,Mid-Cap Index Fund Class IP,Self-Directed Brokerage Account,Mutual Fund,"1,078,592,308","1,078,592,308",YES
20251015184655NAL0007082016001 (2),49,11,VANGUARD REIT INDEX FD CL INST,Vanguard,MUTUAL FUNDS,REIT Index Fund Institutional,Self-Directed Brokerage Account,Mutual Fund,"185,742,292","185,742,292",YES
20251015184655NAL0007082016001 (2),49,12,VANGUARD SMALL-CAP INDEX INST,Vanguard,MUTUAL FUNDS,Small-Cap Index Fund Institutional,Self-Directed Brokerage Account,Mutual Fund,"1,175,002,940","1,175,002,940",YES
20251015184655NAL0007082016001 (2),49,13,VANGUARD US TREASURY MON,Vanguard,MUTUAL FUNDS,U.S. Treasury Money Market Fund,Self-Directed Brokerage Account,Money Market Fund,"39,622,390","39,622,390",YES
20251015184655NAL0007082016001 (2),49,14,VANGUARD VALUE INDEX FD INSTL,Vanguard,MUTUAL FUNDS,Value Index Fund Institutional,Self-Directed Brokerage Account,Mutual Fund,"638,666,553","638,666,553",YES
20251015184655NAL0007082016001 (2),49,15,SELF-DIRECT ACCT,SelfDirected Brokerage Account,OTHER ASSETS,Other Assets,Self-Directed Brokerage Account,Self-Directed Brokerage Account,"235,627","235,627",YES
20251015184655NAL0007082016001 (2),49,16,SELF-DIRECT ACCT,NOT FOUND,OTHER ASSETS,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,"501,946,263",NOT FOUND,YES
20251015184655NAL0007082016001 (2),49,17,PENDING SETTLEMENT FUND,Pending Settlement Fund,PENDING SETTLEMENT FUNDS,Pending Settlement Funds,Self-Directed Brokerage Account,Mutual Fund,"16,975","16,975",YES
20251015184655NAL0007082016001 (2),50,1,,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),50,2,,NOT FOUND,(c) Description of investment including,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),50,3,,NOT FOUND,"maturity date, rate of interest,",NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),50,4,,NOT FOUND,"collateral, par, or maturity value.",NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),50,5,,NOT FOUND,,NOT FOUND,Self-Directed Brokerage Account,NOT FOUND,,NOT FOUND,YES
20251015184655NAL0007082016001 (2),48,1,"CAPITAL NEW PERSPECTIVE TRUST COMMON / COLLECTIVE TRUSTS 837,204,091",Capital Group,,New Perspective Trust,,Other,864012234,864012234,YES
20251015184655NAL0007082016001 (2),48,2,"FIDELITY CONTRAFUND COM POOL COMMON / COLLECTIVE TRUSTS 1,382,108,722",Fidelity,,Contrafund Commingled Pool,,Mutual Fund,1507309618,1507309618,YES
20251015184655NAL0007082016001 (2),48,3,"FIDELITY DIV INTL COM POOL COMMON / COLLECTIVE TRUSTS 206,731,517",Fidelity,,Diversified International Commingled Pool,,Mutual Fund,202423665,202423665,YES
20251015184655NAL0007082016001 (2),48,4,"FIDELITY OTC COMMINGLED POOL COMMON / COLLECTIVE TRUSTS 848,174,487",NOT FOUND,,NOT FOUND,,NOT FOUND,946555980,NOT FOUND,YES
20251015184655NAL0007082016001 (2),48,5,"VANGUARD INSTL 500 INDEX TRUST COMMON / COLLECTIVE TRUSTS 3,651,699,692",Vanguard,,Institutional 500 Index Trust,,Mutual Fund,3945632239,3945632239,YES
20251015184655NAL0007082016001 (2),48,6,"VANGUARD INSTL TL BOND INDEX COMMON / COLLECTIVE TRUSTS 840,531,172",Vanguard,,Institutional Total Bond Index Trust,,Corporate Bond,826604602,826604602,YES
20251015184655NAL0007082016001 (2),48,7,"VANGUARD TARGET RET 2020 TRUST COMMON / COLLECTIVE TRUSTS 144,138,241",Vanguard,,Target Retirement Fund,,Target Date Fund,146267364,146267364,YES
20251015184655NAL0007082016001 (2),48,8,"VANGUARD TARGET RET 2025 TRUST COMMON / COLLECTIVE TRUSTS 191,303,942",Vanguard,,Target Retirement Fund,,Target Date Fund,194904558,194904558,YES
20251015184655NAL0007082016001 (2),48,9,"VANGUARD TARGET RET 2030 TRUST COMMON / COLLECTIVE TRUSTS 583,136,963",Vanguard,,Target Retirement Fund,,Target Date Fund,596463816,596463816,YES
20251015184655NAL0007082016001 (2),48,10,"VANGUARD TARGET RET 2035 TRUST COMMON / COLLECTIVE TRUSTS 475,390,752",Vanguard,,Target Retirement Fund,,Target Date Fund,486137833,486137833,YES
20251015184655NAL0007082016001 (2),48,11,"VANGUARD TARGET RET 2040 TRUST COMMON / COLLECTIVE TRUSTS 921,416,333",Vanguard,,Target Retirement Fund,,Target Date Fund,949820470,949820470,YES
20251015184655NAL0007082016001 (2),48,12,"VANGUARD TARGET RET 2045 TRUST COMMON / COLLECTIVE TRUSTS 679,279,453",Vanguard,,Target Retirement Fund,,Target Date Fund,701395434,701395434,YES
20251015184655NAL0007082016001 (2),48,13,"VANGUARD TARGET RET 2050 TRUST COMMON / COLLECTIVE TRUSTS 905,079,029",Vanguard,,Target Retirement Fund,,Target Date Fund,940194062,940194062,YES
20251015184655NAL0007082016001 (2),48,14,"VANGUARD TARGET RET 2055 TRUST COMMON / COLLECTIVE TRUSTS 606,801,458",Vanguard,,Target Retirement Fund,,Target Date Fund,629953307,629953307,YES
20251015184655NAL0007082016001 (2),48,15,"VANGUARD TARGET RET 2060 TRUST COMMON / COLLECTIVE TRUSTS 414,296,639",Vanguard,,Target Retirement Fund,,Target Date Fund,429726638,429726638,YES
20251015184655NAL0007082016001 (2),48,16,"VANGUARD TARGET RET 2065 TRUST COMMON / COLLECTIVE TRUSTS 145,105,787",Vanguard,,Target Retirement Fund,,Target Date Fund,150555138,150555138,YES
20251015184655NAL0007082016001 (2),48,17,"VANGUARD TARGET RET 2070 TRUST COMMON / COLLECTIVE TRUSTS 20,631,721",Vanguard,,Target Retirement Fund,,Target Date Fund,21285280,21285280,YES
20251015184655NAL0007082016001 (3),47,2,Vanguard Growth Index,Vanguard,,Growth Index Fund,Mutual Fund,Mutual Fund,"$ 1,274,454,133","$ 1,274,454,133",YES
20251015184655NAL0007082016001 (3),47,3,Vanguard Admiral - U.S. Treasury Money Market Portfolio,Vanguard,,U.S. Treasury Money Market Fund Admiral Shares,Mutual Fund,Money Market Fund,"39,471,091","39,471,091",YES
20251015184655NAL0007082016001 (3),47,4,Vanguard Mid-Cap Fund,Vanguard,,Mid-Cap Fund,Mutual Fund,Mutual Fund,"1,079,013,966","1,079,013,966",YES
20251015184655NAL0007082016001 (3),47,5,Vanguard Small-Cap Fund,Vanguard,,Small-Cap Fund,Mutual Fund,Mutual Fund,"1,174,585,326","1,174,585,326",YES
20251015184655NAL0007082016001 (3),47,6,Vanguard REIT,Vanguard,,REIT Index Fund,Index Fund,Mutual Fund,"186,366,229","186,366,229",YES
